Day,Month,Year,Hour,No Image or Poor Image,Low/Mid Clouds (%),High Cirrus (%),Long-lived Contrails (Count),Contrail-Cirrus (Count),Day Low/Mid,Day Count Cirrs,Day Count Cont LL,Day Count Cont-Cirrus,,,,,,,,,,,,,,,,,,,,
8,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,17,,0,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
7,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,10,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,9,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,8,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,7,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,17,,100,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
6,11,22,16,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,14,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,13,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,12,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,11,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,10,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,9,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,18,,10,10,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,
5,11,22,17,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,16,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,15,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,14,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,13,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,12,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,11,,10,20,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,10,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,9,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,8,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,17,,0,80,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,
4,11,22,16,,0,80,,4,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,15,,0,20,4,3,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,14,,0,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,13,,0,50,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,12,,0,50,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,11,,0,30,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,10,,0,40,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,9,,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,8,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,7,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,17,,0,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,
3,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,9,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,8,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,7,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,18,,90,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
2,11,22,17,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,16,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,15,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,14,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,13,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,12,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,11,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,10,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,9,,20,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,8,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,7,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,18,,0,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
1,11,22,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,16,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,15,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,14,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,13,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,12,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,11,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,10,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,9,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,18,,90,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
31,10,22,17,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,16,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,14,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,13,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,12,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,11,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,9,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,7,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,18,,100,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
30,10,22,17,,10,30,1,4,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,16,,0,40,0,4,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,15,,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,14,,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,13,,0,30,2,1,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,12,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,11,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,10,,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,9,,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,8,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,7,,0,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,18,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
29,10,22,17,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,16,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,15,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,14,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,13,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,12,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,11,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,10,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,9,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,8,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,18,,30,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
28,10,22,17,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,16,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,15,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,13,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,12,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,11,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,10,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,9,,30,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,8,,0,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,7,,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,18,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
27,10,22,17,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,16,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,15,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,14,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,13,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,12,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,11,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,10,,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,9,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,8,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,18,,5,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
26,10,22,17,,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,16,,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,15,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,14,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,13,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,12,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,9,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,8,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,7,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,18,,100,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
25,10,22,17,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,16,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,15,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,13,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,12,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,9,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,8,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,7,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,18,,30,30,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,
24,10,22,17,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,16,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,15,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,13,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,12,,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
24,10,22,9,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
